entry_number,soloist_instrument,soloist_name,soloist_roles,season,program_id,id
5803,Violin,"Rosen, Max",S,1917-18,1632,8347e922-d88e-4458-8b5b-bbd3eb832a3b
5804,Piano,"Bauer, Harold",S,1917-18,1442,5b85f1f9-e70c-4759-bdfc-c7cd78a78a68
5805,Cello,"Schulz, Leo",A,1917-18,1446,55d7ae89-5450-4977-8296-6deb9e3348bf
5807,Violin,"Jacobinoff, Sascha",S,1917-18,1452,e8b3eea3-f46d-4abb-ae84-9f7146eb3dd1
5808,Other,No Soloist,S,1917-18,1455,01621914-f487-433c-8ac2-104d31ead9b6
5809,Flute,"Barrere [Barrère], Georges",S,1917-18,8483,71262a76-49f7-4846-8b9b-873cc9724003
5810,Cello,"Casals, Pablo",S,1917-18,1463,34c67ee2-57c4-4f7f-bfd8-62e02f0898db
5811,Cello,"Casals, Pablo",S,1917-18,3182,e86a2a76-a571-4524-87ec-a365f57cf8ce
5812,Cello,"Schulz, Leo",A,1917-18,3177,052c553a-a4b3-4e2c-901f-ea7f003a6324
5813,Harp,"Kastner, Alfred",A,1917-18,3177,052c553a-a4b3-4e2c-901f-ea7f003a6324
5814,Chorus,Engwerson Chorus,S,1917-18,3185,b2669e21-a27b-46aa-a290-8bea86da81a4
5815,Bass,"Cheadle, Belford",S,1917-18,3185,b2669e21-a27b-46aa-a290-8bea86da81a4
5816,Tenor,"Soule, Ralph Warren",S,1917-18,3185,b2669e21-a27b-46aa-a290-8bea86da81a4
5817,Baritone,"Sarto, Andreas",S,1917-18,3185,b2669e21-a27b-46aa-a290-8bea86da81a4
5818,Soprano,"Farrar, Amparita",S,1917-18,3185,b2669e21-a27b-46aa-a290-8bea86da81a4
5819,Soprano,"Smith, Roswitha Cranston",S,1917-18,3185,b2669e21-a27b-46aa-a290-8bea86da81a4
5820,Piano,"Hofmann, Josef",S,1917-18,8484,3421aa35-15ba-45b1-8649-cf5b6a68abc8
5822,Other,No Soloist,S,1917-18,3189,79b643b8-1ff5-4431-a75a-8a6b4b1f1fe3
5823,Other,No Soloist,S,1917-18,3192,ddc467aa-b619-4be3-975f-d9badc974d84
5824,Piano,"Ornstein, Leo",S,1918-19,8485,b2aaa336-e702-4aee-a326-29c49da4e8f5
5825,Violin,"Rosen, Max",S,1918-19,5274,103e6209-92cf-45d2-bb70-facef23472e4
5826,Violin,"Rosen, Max",S,1918-19,13393,8f6e9bb3-099f-483b-8ad3-2b3e8ee33d31
5827,Piano,"Levitzki, Mischa",S,1918-19,8488,742f82bc-cee1-421a-bbe1-58c83b9e4399
5828,Violin,"Rosen, Max",S,1918-19,5282,dccc85c2-d559-4d47-ac76-7cf87fe7e694
5829,Violin,"Rosen, Max",S,1918-19,5288,1095087b-9c10-47dc-9a67-f54d69818ecf
5830,Sing-Along,Audience,A,1918-19,10391,ad2729ad-1c29-40d3-9808-56cc333b6725
5831,Cello,"Schulz, Leo",A,1918-19,3582,d8e1a6a0-d4f1-4b42-bcec-1948b508853d
5832,Harp,"Lotito, J.",A,1918-19,3582,d8e1a6a0-d4f1-4b42-bcec-1948b508853d
5833,Viola,"Pollain, Rene",A,1918-19,8489,4befef69-1f7c-420b-9012-05a036da6580
5834,Vocalist,"Garrison, Mabel",S,1918-19,8489,4befef69-1f7c-420b-9012-05a036da6580
5836,Chorus,New Choral Society of New York,A,1918-19,3586,59556e4b-59c7-4d67-a023-d423e5c80611
5837,Vocalist,"Garrison, Mabel",S,1918-19,13831,1cb07b10-b697-4c38-a662-f54b2b5e9526
5839,Viola,"Pollain, Rene",A,1918-19,8490,7d9449f7-00fc-4195-a396-a119649cf965
5840,Cello,"Willeke, Willem",S,1918-19,8490,7d9449f7-00fc-4195-a396-a119649cf965
5841,Piano,"Bauer, Harold",S,1918-19,3589,b42f1077-7bf1-4532-93d9-704c52045d1f
5842,Violin,"Rosen, Max",S,1918-19,3597,4c6d9c47-c871-4686-b527-a291debda07c
5843,Cello,"Dambois, Maurice",S,1918-19,5240,5c48967d-28d7-483a-ba05-89182aa98951
5844,Soprano,"Easton, Florence",S,1918-19,5240,5c48967d-28d7-483a-ba05-89182aa98951
5845,Violin,"Vidas, Raoul",S,1918-19,3604,dda3846e-4647-436b-a2cb-1913367333c0
5846,Piano,"Bauer, Harold",S,1918-19,3610,5696e36e-8af3-4466-a09f-df0df9c05cfc
5847,Cello,"Schulz, Leo",S,1918-19,3616,6b2d9e80-1166-45d5-a71b-5edb74aca224
5848,Oboe,"De Busscher, Henri",A,1918-19,10355,478a9d4a-84db-4acf-8ef9-044054bf20ef
5849,Flute,"Maquarre, Daniel",A,1918-19,10355,478a9d4a-84db-4acf-8ef9-044054bf20ef
5850,Clarinet,"Langenus, Gustave",A,1918-19,10355,478a9d4a-84db-4acf-8ef9-044054bf20ef
5851,Harp,Bailly,A,1918-19,10355,478a9d4a-84db-4acf-8ef9-044054bf20ef
5852,Contralto,"Alcock, Merle",S,1918-19,8491,51a70b33-a76f-4e5f-9133-c0f269cbaac7
5854,Soprano,"Lashanska, Hulda",S,1918-19,3995,d4dfffe0-5eec-40b7-9b13-e030deef17a5
5856,Soprano,"Gates, Lucy",S,1918-19,3999,ea76ad8f-82bc-4cf2-a87e-20e9b9ee8dd2
5857,Cello,"Schulz, Leo",S,1918-19,3999,ea76ad8f-82bc-4cf2-a87e-20e9b9ee8dd2
5859,Cello,"Schulz, Leo",A,1918-19,4003,907cb074-3452-4bd1-b1a1-ea0712c75f3a
5860,Contralto,"Jordan, Mary",A,1918-19,4003,907cb074-3452-4bd1-b1a1-ea0712c75f3a
5861,Contralto,"Jordan, Mary",S,1918-19,4003,907cb074-3452-4bd1-b1a1-ea0712c75f3a
5862,Violin,"Zimbalist, Efrem",S,1918-19,8492,f8775156-2ef2-417c-98d8-d346be049e22
5865,Cello,"Schulz, Leo",A,1918-19,4019,bb0e5385-2357-4b2f-a234-0b0b66875e67
5866,Soprano,"Lashanska, Hulda",S,1918-19,4019,bb0e5385-2357-4b2f-a234-0b0b66875e67
5868,Piano,"Powell, John",S,1918-19,4023,e8178717-f2c3-462e-97ca-37a0b01e78f5
5869,Tenor,"Althouse, Paul",S,1918-19,4023,e8178717-f2c3-462e-97ca-37a0b01e78f5
5870,Violin,"Vidas, Raoul",S,1918-19,8498,86bf29e2-ea00-47be-8dda-cd8c9cd5cdce
5871,Chorus,Paulist Choir,S,1918-19,13832,e5e72371-3569-4ece-837c-d33ba254415b
5875,Violin,"Tinlot, Gustave",A,1918-19,13832,e5e72371-3569-4ece-837c-d33ba254415b
5877,Violin,"Vidas, Raoul",S,1918-19,8499,dfc7b25a-c23a-4457-bd2a-8f770da3b344
5878,Violin,"Rosen, Max",S,1918-19,4037,b81ba1c8-479a-46f9-861b-d5d3b748b066
5879,Piano,"Cortot, Alfred",S,1918-19,8500,29f88787-e373-4b03-bb3a-e0f0d2f5bdec
5881,Violin,"Elman, Mischa",S,1918-19,4045,f81e1410-3d49-4ec0-89cd-3c32a3d22ac4
5882,Other,No Soloist,S,1918-19,4045,f81e1410-3d49-4ec0-89cd-3c32a3d22ac4
5883,Violin,"Heifetz, Jascha",S,1918-19,10357,16814952-bc58-45eb-b0de-211e499022d7
5884,Piano,"Leginska, Ethel",S,1918-19,6283,a4b3295b-e93d-4d6d-9927-b65a9012cb84
5885,Piano,"Cortot, Alfred",A,1918-19,8501,6ce2a60c-e7fc-4739-bcf7-ea3fa6f94131
5886,Contralto,"Claussen, Julia",S,1918-19,8501,6ce2a60c-e7fc-4739-bcf7-ea3fa6f94131
5887,Tenor,"Campbell, Craig",S,1918-19,8501,6ce2a60c-e7fc-4739-bcf7-ea3fa6f94131
5888,Baritone,"Schofield, Edgar",S,1918-19,8501,6ce2a60c-e7fc-4739-bcf7-ea3fa6f94131
5889,Piano,"Cortot, Alfred",S,1918-19,8501,6ce2a60c-e7fc-4739-bcf7-ea3fa6f94131
5890,Violin,"Megerlin, Alfred",A,1918-19,6288,9fd577a6-47e4-4457-9b9b-78974224f8d2
5891,Viola d'amore,"Casadesus, Henri",S,1918-19,8502,5b86c4f4-f84e-4a3c-9ad4-656d1d185f5f
5892,Violin,"Megerlin, Alfred",S,1918-19,6604,305cb4f3-e465-4592-8366-e2ad2601010f
5893,Viola,"Kovarik, Josef J.",S,1918-19,6604,305cb4f3-e465-4592-8366-e2ad2601010f
5894,None,Bressler-Bailly,S,1918-19,13830,cd5a1b23-a294-4cef-ba0e-53ea8c8490b9
5895,Piano,"Hofmann, Josef",S,1918-19,8503,f86a78cd-aead-4adc-9ccc-4c4ff4dcf278
5896,Violin,"Tinlot, Gustave",S,1918-19,8504,6d20b671-5de6-4613-998f-a7d7d2c28cbf
5897,Oboe,"De Busscher, Henri",A,1918-19,8504,6d20b671-5de6-4613-998f-a7d7d2c28cbf
5898,Clarinet,"Langenus, Gustave",A,1918-19,8504,6d20b671-5de6-4613-998f-a7d7d2c28cbf
5899,English Horn,"Apchain, Georges",A,1918-19,8504,6d20b671-5de6-4613-998f-a7d7d2c28cbf
5900,Violin,"Vidas, Raoul",S,1918-19,6608,7ddde585-233f-4245-a89c-04c6de81938d
5901,Tenor,"Althouse, Paul",S,1918-19,6614,3dffbca2-4115-4d3f-850d-57fadbe52862
5903,Piano,"Hofmann, Josef",S,1918-19,10358,a028eb2b-a4d2-4935-9cad-8dae23c0ed10
5904,Piano,"Levitzki, Mischa",S,1918-19,6622,3f0b7dae-f547-4a6a-8393-6f387acdc495
5905,Piano,"Rachmaninoff, Sergei",S,1918-19,8505,b0465b93-8d02-41b7-a7f2-26ca3922403d
5906,Violin,"Vidas, Raoul",S,1918-19,6624,740d9209-f2b8-4bc6-99dd-39d9db6a9e20
5907,Piano,"Leginska, Ethel",S,1918-19,2604,0189304d-af6f-4dd3-94e9-f31af15bb014
5908,Soprano,"Miller, Rosalie",S,1918-19,2604,0189304d-af6f-4dd3-94e9-f31af15bb014
5909,Violin,"Heifetz, Jascha",S,1918-19,2609,8c372b6e-3db8-4330-ac7a-7467118c9d30
5910,Piano,"Novaes, Guiomar",S,1918-19,2613,3bb89563-3ca5-4584-bf52-a4f3d3eab67a
5911,Other,No Soloist,S,1918-19,2613,3bb89563-3ca5-4584-bf52-a4f3d3eab67a
5912,Piano,"Gabrilowitsch, Ossip",S,1918-19,8506,165ce9a4-47e4-4c33-9d38-72d312810eda
5913,Violin,"Seidel, Toscha",S,1918-19,8507,abf43d40-39cc-4cd0-ba70-8cc5b458ad3b
5914,Piano,"Bauer, Harold",S,1918-19,2617,fc215d76-8bc9-418d-bfec-f047e60133ec
5915,Oboe,"De Busscher, Henri",A,1918-19,10359,281daa75-cda1-4122-af45-b212f87a22cc
5916,Clarinet,"Langenus, Gustave",A,1918-19,10359,281daa75-cda1-4122-af45-b212f87a22cc
5917,English Horn,"Apchain, Georges",A,1918-19,10359,281daa75-cda1-4122-af45-b212f87a22cc
5918,Violin,"Vidas, Raoul",S,1918-19,10359,281daa75-cda1-4122-af45-b212f87a22cc
5919,Cello,"Schulz, Leo",S,1918-19,7005,f03c6cc6-930c-45f8-943b-86d111283eb1
5920,Violin,"Vidas, Raoul",S,1918-19,8508,e1be3fd7-53dd-4a54-8c77-7a6c185f282b
5921,Piano,"Grainger, Percy",S,1918-19,7009,fb498c86-b6b9-4ecd-8181-8cbce8c72f77
5922,Violin,"Megerlin, Alfred",A,1918-19,7009,fb498c86-b6b9-4ecd-8181-8cbce8c72f77
5923,Viola,"Kovarik, Josef J.",A,1918-19,7009,fb498c86-b6b9-4ecd-8181-8cbce8c72f77
5924,Cello,"Schulz, Leo",A,1918-19,7009,fb498c86-b6b9-4ecd-8181-8cbce8c72f77
5925,Harp,"Lotito, J.",A,1918-19,7009,fb498c86-b6b9-4ecd-8181-8cbce8c72f77
5926,Piano,"Leginska, Ethel",S,1918-19,7020,d6f1c665-2b82-4061-b88c-8cf02706f301
5927,Piano,"Novaes, Guiomar",S,1918-19,7026,ab90891b-5e74-43e6-a0bf-667b202f985e
5928,Flute,"Maquarre, Daniel",A,1918-19,8509,353e9a13-6be1-4a7a-a336-d19d65435f89
5929,Piano,"Leginska, Ethel",S,1918-19,7033,16025a30-60c4-4ad7-a9ec-d5cc84358dc5
5930,Other,No Soloist,S,1918-19,7033,16025a30-60c4-4ad7-a9ec-d5cc84358dc5
5931,Violin,"Gardner, Samuel",S,1918-19,7040,a6eca04e-9184-47f2-b387-01f85c41c1d1
5932,Soprano,"Fitziu, Anna",S,1918-19,7040,a6eca04e-9184-47f2-b387-01f85c41c1d1
5933,Contralto,"Homer, Louise",S,1918-19,7048,2831bf20-c0e2-4451-9af4-ac9616479767
5935,Mezzo-Soprano,"Homer, Louise",S,1918-19,7048,2831bf20-c0e2-4451-9af4-ac9616479767
5936,Other,No Soloist,S,1918-19,7055,dfa36574-603a-475f-ae18-efca21367c5d
5937,Piano,"Powell, John",S,1918-19,6947,02ff2ec1-6fe3-458a-9d52-7d1ca67056ea
5938,Baritone,"Gogorza, Emilio Edoardo de",S,1918-19,8511,de2beab0-1d77-4d90-a6ef-17606ee6cdc0
5941,Piano,"Welsh, Hunter",S,1918-19,1303,847ff890-a1e1-44f1-be4b-14d7f331e753
5942,Piano,"Bauer, Harold",S,1918-19,10380,dbf22c51-bc98-4e7a-94a1-9a489730e2e0
5944,Piano,"Rubinstein, Artur",S,1918-19,8512,f6e4a0ef-7978-4a77-80e5-b2868da70605
5945,Piano,"Bauer, Harold",S,1918-19,8513,3cd25a0b-11a7-4ec8-b88b-3b79ac4d654c
5946,Vocalist,"Garrison, Mabel",S,1918-19,10381,1b7525ef-9f9c-4835-a5a0-389fe208034c
5948,Vocalist,"Garrison, Mabel",S,1918-19,10382,8cb10136-bc87-45c3-85d7-06afb149e404
5950,Vocalist,"Garrison, Mabel",S,1918-19,10384,9b8f6998-2f8c-405b-af37-65c9ba9bf8c3
5952,Piano,"Rachmaninoff, Sergei",S,1918-19,10385,a439ae5e-2eab-4503-b984-5f8f1698ca9c
5953,Violin,"Zimbalist, Efrem",S,1918-19,6952,320751e3-b9d1-4465-92e9-73a64cdb606d
5954,Vocalist,"Garrison, Mabel",S,1918-19,10386,8fddc0c4-7339-433d-81d5-72a155cb0659
5956,Bass,"Middleton, Arthur",S,1918-19,10387,14d50017-19d9-4393-a63d-3518a661eb3b
5958,Soprano,"Gates, Lucy",S,1918-19,97,32611b75-e4cd-46d3-b3b1-b41582864bb1
5959,Actor,"Liten, Carlo",A,1918-19,97,32611b75-e4cd-46d3-b3b1-b41582864bb1
5960,Actor,"Liten, Carlo",S,1918-19,97,32611b75-e4cd-46d3-b3b1-b41582864bb1
5964,Piano,"Brachocki, Alexander",S,1918-19,10389,f107ea6d-bca0-4205-be5c-7fcbcb04f071
5965,Piano,"Hofmann, Josef",S,1918-19,105,c62bcd5e-8685-4206-bd13-6abf5c680fb0
5966,Chorus,Oratorio Society of New York,S,1918-19,8514,d928f2ff-38e4-46e7-96e6-3bb74b8b9845
5967,Sing-Along,Audience,A,1918-19,8514,d928f2ff-38e4-46e7-96e6-3bb74b8b9845
5968,Bass,"Middleton, Arthur",S,1918-19,8514,d928f2ff-38e4-46e7-96e6-3bb74b8b9845
5969,Mens Chorus,Oratorio Society of New York,S,1918-19,8514,d928f2ff-38e4-46e7-96e6-3bb74b8b9845
5970,Vocalist,"Kline, Olive",A,1918-19,8514,d928f2ff-38e4-46e7-96e6-3bb74b8b9845
5971,Tenor,"Murphy, Lambert",A,1918-19,8514,d928f2ff-38e4-46e7-96e6-3bb74b8b9845
5977,Contralto,"Roberts, Emma",A,1918-19,8514,d928f2ff-38e4-46e7-96e6-3bb74b8b9845
5982,Bass,"Middleton, Arthur",A,1918-19,8514,d928f2ff-38e4-46e7-96e6-3bb74b8b9845
5984,Violin,"Vidas, Raoul",S,1918-19,113,2ee483d9-6b42-4b9e-bc01-047b9bad91d2
5985,Trumpet,"Miller, Samuel",A,1918-19,8515,7433112c-8a09-456b-b056-db604f034e0a
5986,Piano,"Christie, Winifred",S,1918-19,8515,7433112c-8a09-456b-b056-db604f034e0a
5987,Violin,"Jacobsen, Sascha",S,1918-19,8515,7433112c-8a09-456b-b056-db604f034e0a
5988,Violin,"Elman, Mischa",S,1918-19,119,a0d6f333-bb66-40e9-a219-e67bfc549d32
5989,Piano,"Ornstein, Leo",S,1918-19,124,d1aa235b-077d-4f22-9eae-a5382a6f36c2
5990,Soprano,"Hempel, Frieda",S,1918-19,124,d1aa235b-077d-4f22-9eae-a5382a6f36c2
5992,Piano,"Novaes, Guiomar",S,1918-19,130,693580d2-cda6-479a-a20a-25e130d45e8a
5993,Soprano,"Hinkle, Florence",A,1918-19,8516,a549807b-a3eb-4b1f-bcf9-a306bea2f825
5994,Contralto,"Roberts, Emma",A,1918-19,8516,a549807b-a3eb-4b1f-bcf9-a306bea2f825
5995,Tenor,"Miller, Reed",A,1918-19,8516,a549807b-a3eb-4b1f-bcf9-a306bea2f825
5996,Bass,"Middleton, Arthur",A,1918-19,8516,a549807b-a3eb-4b1f-bcf9-a306bea2f825
5997,Violin,"Tinlot, Gustave",A,1918-19,8516,a549807b-a3eb-4b1f-bcf9-a306bea2f825
5998,Chorus,Oratorio Society of New York,S,1918-19,8516,a549807b-a3eb-4b1f-bcf9-a306bea2f825
5999,Soprano,"Hinkle, Florence",S,1918-19,8516,a549807b-a3eb-4b1f-bcf9-a306bea2f825
6000,Contralto,"Roberts, Emma",S,1918-19,8516,a549807b-a3eb-4b1f-bcf9-a306bea2f825
6001,Tenor,"Miller, Reed",S,1918-19,8516,a549807b-a3eb-4b1f-bcf9-a306bea2f825
6002,Bass,"Middleton, Arthur",S,1918-19,8516,a549807b-a3eb-4b1f-bcf9-a306bea2f825
6003,Boys Choir,St. Thomas' Choristers,S,1918-19,8516,a549807b-a3eb-4b1f-bcf9-a306bea2f825
6005,Violin,"Megerlin, Alfred",A,1918-19,135,04aac634-7f22-4c2c-9105-b4581a63b2a1
6006,Soprano,"Lashanska, Hulda",S,1918-19,8517,3d95cc8e-0764-426a-9890-7fc54a6279c0
6008,Other,No Soloist,S,1918-19,8517,3d95cc8e-0764-426a-9890-7fc54a6279c0
6010,Violin,"Elman, Mischa",S,1918-19,3929,2e40406e-6eaa-4fa0-aa00-135e443b91be
6011,Piano,"Samaroff, Olga",S,1918-19,1778,6a837520-c613-4375-9152-9a0fd801e44b
6012,Actor,"Liten, Carlo",A,1918-19,1781,e44dbd57-184d-4a5c-82ca-4ead3cab0cc8
6014,Violin,"Brown, Eddy",S,1918-19,3937,9c9dc5d0-9621-4acb-8638-70bb689addff
6015,Contralto,"Cadorin, Erna",S,1918-19,13948,9f109f9a-fe4f-4e39-935d-d33a8f5d76aa
6016,Piano,"Gebhard, Heinrich",S,1919-20,13670,ecd3e77a-b51f-464f-a841-b05ba0738da7
6017,Violin,"Thibaud, Jacques",S,1919-20,13672,8e4f7608-02d3-42eb-bc5a-c0784c310790
6018,Piano,"Grainger, Percy",S,1919-20,3884,b9f4359e-135d-4535-9a63-335b43db14d8
6019,Piano,"Grainger, Percy",S,1919-20,3889,50507675-639f-4ae5-84b7-615f90934fc9
6020,Piano,"Grainger, Percy",S,1919-20,3892,3c8c6866-4e68-4dd0-9d25-6f20dfb92ad8
6021,Violin,"Spalding, Albert",S,1919-20,8518,da9cbb00-d949-40a4-b805-f37f3d0f66da
6022,Other,No Soloist,S,1919-20,8518,da9cbb00-d949-40a4-b805-f37f3d0f66da
6023,Piano,"Grainger, Percy",S,1919-20,3901,bbef9207-67b3-4dd9-9607-ca6d37802aae
6024,Piano,"Grainger, Percy",S,1919-20,3911,a74a4f44-a346-4b6c-a481-e5f4aec527e2
6025,Violin,"Spalding, Albert",S,1919-20,8519,f8276663-24e2-458c-bcae-fa39cd97819c
6026,Other,No Soloist,S,1919-20,8519,f8276663-24e2-458c-bcae-fa39cd97819c
6027,Piano,"Grainger, Percy",S,1919-20,3916,6c7780bb-7cda-4a69-a71c-b6718a1f28f8
6028,Piano,"Gabrilowitsch, Ossip",S,1919-20,8520,a80d3550-ae5f-45f2-bbc6-6824433981f3
6029,Violin,"Megerlin, Alfred",S,1919-20,2203,acb7b911-2d27-4eaa-88c2-e9190dd629ab
6030,Cello,"Schulz, Leo",S,1919-20,2203,acb7b911-2d27-4eaa-88c2-e9190dd629ab
6031,Flute,"Barrere [Barrère], Georges",S,1919-20,8521,20cee52e-29f3-48dc-8f13-07e879a27674
6032,Cello,"Willeke, Willem",S,1919-20,8521,20cee52e-29f3-48dc-8f13-07e879a27674
6033,Piano,"Grainger, Percy",S,1919-20,2210,48e9e4c7-d3df-4c77-9599-3057f730b1ce
6034,Violin,"Ray, Ruth",S,1919-20,2215,9ca7096f-51aa-48b9-8d7a-9ccb493d314a
6035,Soprano,"Sparkes, Lenora",S,1919-20,2215,9ca7096f-51aa-48b9-8d7a-9ccb493d314a
6037,Violin,"Brown, Eddy",S,1919-20,2219,30418be3-ea6e-495c-8fa7-fed69a9a39dd
6038,Soprano,"Madden, Lotta",S,1919-20,2227,847f8a98-e9cd-4799-b54c-7847e0cd0b99
6040,Violin,"Brown, Eddy",S,1919-20,2222,c0be399f-df61-4a8a-9f33-55d657712164
6041,Soprano,"Sundelius, Marie",S,1919-20,2815,a75bd401-0253-47f3-bebf-3badbb4fb43a
6043,Soprano,"Madden, Lotta",S,1919-20,3855,95cae597-ef73-4452-9496-ad4b91f32b78
6044,Piano,"Hughes, Edwin",S,1919-20,3855,95cae597-ef73-4452-9496-ad4b91f32b78
6046,Piano,"Pierce, Seneca",A,1919-20,3855,95cae597-ef73-4452-9496-ad4b91f32b78
6051,Piano,"Bauer, Harold",S,1919-20,13674,1208263c-35c0-4908-b148-0c7364c61948
6052,Soprano,"Masson, Greta",S,1919-20,2822,d9a32690-2a83-4381-8454-ad9fb17107a8
6056,Piano,"Grainger, Percy",S,1919-20,8522,5be28994-34e0-44fd-80b3-c20c9df40e68
6058,Violin,"Jacobsen, Sascha",S,1919-20,8523,b09558b1-9729-4451-86a3-a9829559bac5
6061,Mezzo-Soprano,"Matzenauer, Margarete",S,1919-20,2830,01bb2754-090d-4ea0-adb5-89dae79b00a1
6066,Piano,"Grainger, Percy",S,1919-20,8528,5413318a-8fa7-45d9-8a5a-11718392da1d
6068,Piano,"Hughes, Edwin",S,1919-20,2611,3f40e32b-0e03-4e73-8e70-fb879eda723f
6069,Violin,"Seidel, Toscha",S,1919-20,2618,85dd9185-b498-4aca-ade8-9a4cf4a5901b
6070,Viola,"Pollain, Rene",A,1919-20,8525,ef76870a-045a-4e20-80e6-21c84f666c17
6071,Piano,"Rachmaninoff, Sergei",S,1919-20,8525,ef76870a-045a-4e20-80e6-21c84f666c17
6072,Piano,"Grainger, Percy",S,1919-20,8525,ef76870a-045a-4e20-80e6-21c84f666c17
6073,Violin,"Elman, Mischa",S,1919-20,10029,54c1dc62-07f9-4ea8-8e35-6f1b35c62a3c
6077,Mezzo-Soprano,"Matzenauer, Margarete",S,1919-20,2619,a277d996-addb-4970-a67b-c0771c714d65
6081,Baritone,"Amato, Pasquale",S,1919-20,2624,723fb7fc-a520-48c3-a401-23dd4b4b171d
6082,Soprano,"Namara, Marguerite",S,1919-20,2624,723fb7fc-a520-48c3-a401-23dd4b4b171d
6083,Viola,"Pollain, Rene",A,1919-20,8526,87231d1d-3bfa-49d6-92c2-a28ddc78fd24
6084,Vocalist,"Braslau, Sophie",S,1919-20,8526,87231d1d-3bfa-49d6-92c2-a28ddc78fd24
6088,Violin,"Heifetz, Jascha",S,1919-20,2626,515fffa5-e097-4537-b530-8f78796a6dc3
6089,Violin,"Heifetz, Jascha",S,1919-20,2631,eb3d037e-2777-4ed7-a03b-3a46bae5499f
6090,Vocalist,"Wyman, Loraine",S,1919-20,10348,e64440f9-0cf3-4dc1-89a1-40c79c4aa09d
6091,Piano,"Moore, Francis",A,1919-20,10348,e64440f9-0cf3-4dc1-89a1-40c79c4aa09d
6104,Sing-Along,Audience,A,1919-20,10348,e64440f9-0cf3-4dc1-89a1-40c79c4aa09d
6106,Vocalist,"Braslau, Sophie",S,1919-20,8527,76e2b8bb-9f30-4350-b2db-4aa6c705f806
6110,Piano,"Grainger, Percy",S,1919-20,2646,e8dc2e95-276e-4bc6-b06c-548391e8c2e6
6111,Mezzo-Soprano,"Matzenauer, Margarete",S,1919-20,2651,6880e953-c914-4ce0-9e5a-01214f741708
6115,Mezzo-Soprano,"Matzenauer, Margarete",S,1919-20,7171,a3873fb7-3a53-4a3c-babc-49c0df396d8d
6119,Soprano,"Namara, Marguerite",S,1919-20,7176,f652a383-acfe-4ccd-ace6-3413ee1728b4
6121,Harp,Wurmser-Delcourt,S,1919-20,8529,23c98b1b-fb96-48b9-802a-43e40f17cdbc
6123,Violin,"Kreisler, Fritz",S,1919-20,8531,7fc10f00-51f3-4bd3-9278-b80c1a8bf692
6124,Piano,"Renard, Rosita",S,1919-20,5220,99c36992-5c29-4050-aab7-dfd3399b1bce
6125,Piano,"Levitzki, Mischa",S,1919-20,10349,12f70682-24bc-4d89-ab88-537e7048d5ca
6126,Piano,"Levitzki, Mischa",S,1919-20,8532,ae1e0b98-7f15-47b9-97ec-5ec5438143a3
6127,Violin,"Brown, Eddy",S,1919-20,5231,a43a5c30-3fff-4af6-9061-50b25afb4b20
6128,Other,No Soloist,S,1919-20,5233,fb24290c-cf2c-466a-ac53-a7e770a1634f
6129,Piano,"Moiseiwitsch, Benno",S,1919-20,8530,c3604bab-b547-40de-8cb2-0338b32b93c7
6130,Violin,"Brown, Eddy",S,1919-20,5237,a4612eb4-3a31-4b14-a41d-b0ef0e9ce83b
6131,Soprano,"Alda, Frances",S,1919-20,13950,4120abf5-f2a9-4b34-93af-5232ffa2255e
6133,Piano,"Ballard, Erin",S,1919-20,13950,4120abf5-f2a9-4b34-93af-5232ffa2255e
6142,Piano,"Ganz, Rudolph",S,1919-20,5241,2080da86-2b78-4321-899c-4946317764f6
6143,Duo-Art Piano,"Ganz, Rudolph",S,1919-20,5241,2080da86-2b78-4321-899c-4946317764f6
6144,Piano,"Samaroff, Olga",S,1919-20,5244,17d9accf-4563-44ae-a639-7eb8a906a5b9
6145,Piano,"Samaroff, Olga",S,1919-20,5249,2d62425d-947b-4235-b7c7-a3e5f352ab68
6146,Violin,"Jacobsen, Sascha",S,1919-20,3508,a807d5b3-57ec-4e46-9879-67ae956b6096
6147,Cello,"Schulz, Leo",S,1919-20,3510,f308e00f-6933-4f85-bdf0-2ab5fddc5764
6148,Vocalist,"Garrison, Mabel",S,1919-20,13951,c438990a-76d3-47b5-b152-f483ea6a505c
6149,Chorus,Schola Cantorum of NY,S,1919-20,13951,c438990a-76d3-47b5-b152-f483ea6a505c
6150,Organ,"Bonnet, Joseph",S,1919-20,13951,c438990a-76d3-47b5-b152-f483ea6a505c
6151,Bass,"Gustafson, William",S,1919-20,13951,c438990a-76d3-47b5-b152-f483ea6a505c
6152,Tenor,"Murphy, Lambert",S,1919-20,13951,c438990a-76d3-47b5-b152-f483ea6a505c
6153,Contralto,"Alcock, Merle",S,1919-20,13951,c438990a-76d3-47b5-b152-f483ea6a505c
6154,Soprano,"Hinkle, Florence",S,1919-20,13951,c438990a-76d3-47b5-b152-f483ea6a505c
6156,Vocalist,"Werrenrath, Reinald",S,1919-20,8533,20588dd4-8eec-44da-979f-a4a7625fd609
6158,Piano,"Novaes, Guiomar",S,1919-20,3528,ad1695d0-b714-4620-9dd1-7b60fded67eb
6159,Piano,"Rachmaninoff, Sergei",S,1919-20,8534,1ef117ed-e1eb-4e44-a7a0-233d6c3c93c7
6160,Piano,"Novaes, Guiomar",S,1919-20,3534,fad74997-48f3-4328-a2e4-a2c5232a06b1
