entry_number,soloist_instrument,soloist_name,soloist_roles,season,program_id,id
371,Violin,"Noll, Joseph",S,1858-59,2117,9801741e-ed73-4eb9-8727-f386788e35d2
372,Viola,"Matzka, George",S,1858-59,2117,9801741e-ed73-4eb9-8727-f386788e35d2
373,Cello,"Bergner, Frederick",S,1858-59,2117,9801741e-ed73-4eb9-8727-f386788e35d2
375,Cornet,"Brannes, Charles",A,1858-59,2117,9801741e-ed73-4eb9-8727-f386788e35d2
376,Cornet,"Schreiber, Louis",S,1858-59,2117,9801741e-ed73-4eb9-8727-f386788e35d2
378,Piano,"Johnson-Gräver, Madeleine",S,1858-59,2785,a13b6306-faa4-4ade-bf05-1baca448156a
379,Mens Chorus,Arion Choral Society,S,1858-59,2785,a13b6306-faa4-4ade-bf05-1baca448156a
380,Chorus,Teutonia Choral Society,S,1858-59,2785,a13b6306-faa4-4ade-bf05-1baca448156a
381,Violin,"Wollenhaupt, Bruno",S,1858-59,2785,a13b6306-faa4-4ade-bf05-1baca448156a
384,Soprano,"Couran, Marie Elina",S,1858-59,7145,de7bcc01-4182-41be-85dd-053475e08ce4
385,Piano,"Saar, William",S,1858-59,7145,de7bcc01-4182-41be-85dd-053475e08ce4
390,Baritone,"Mayer, Philip",S,1858-59,4122,62f5b925-87a8-4ecf-8bd4-cf862077a6a5
391,Piano,"Mills, Sebastian Bach",S,1858-59,4122,62f5b925-87a8-4ecf-8bd4-cf862077a6a5
393,Cornet,"Brannes, Charles",A,1858-59,4122,62f5b925-87a8-4ecf-8bd4-cf862077a6a5
395,Soprano,"Inman, F.",S,1858-59,1083,63a431ab-1cca-45db-80c4-8c29a49ba4c3
396,Piano,"Hoffman, Richard",S,1858-59,1083,63a431ab-1cca-45db-80c4-8c29a49ba4c3
400,Tenor,"Stigelli, Giorgio",S,1859-60,3007,ff5e347a-a254-4e5b-a04f-441875458ab3
401,Piano,"Napoleon, Arthur",S,1859-60,3007,ff5e347a-a254-4e5b-a04f-441875458ab3
403,Soprano,"Bishop, Anna",S,1859-60,3679,ec847d29-db5d-4bd3-92cb-d560d7370405
404,Piano,"Satter, Gustave",S,1859-60,3679,ec847d29-db5d-4bd3-92cb-d560d7370405
408,Soprano,Colson,S,1859-60,663,faeee769-d615-4ee3-af97-004bef8e6db0
409,Piano,"Mills, Sebastian Bach",S,1859-60,663,faeee769-d615-4ee3-af97-004bef8e6db0
412,Baritone,"Centemeri, Pietro",S,1859-60,5011,322f2e07-97d8-43d9-b705-fd588b80d602
413,Piano,"Johnson-Gräver, Madeleine",S,1859-60,5011,322f2e07-97d8-43d9-b705-fd588b80d602
416,Baritone,"Mayer, Philip",S,1859-60,2014,5bd6f3bf-ce4e-4a73-9992-19fa5796cc2d
417,Cornet,"Schreiber, Louis",A,1859-60,2014,5bd6f3bf-ce4e-4a73-9992-19fa5796cc2d
418,Soprano,"Johannsen, Bertha",S,1859-60,2014,5bd6f3bf-ce4e-4a73-9992-19fa5796cc2d
419,Tenor,"Stigelli, Giorgio",S,1859-60,2014,5bd6f3bf-ce4e-4a73-9992-19fa5796cc2d
420,Mens Chorus,Liederkranz of the City of New York,S,1859-60,2014,5bd6f3bf-ce4e-4a73-9992-19fa5796cc2d
422,Alto,Zimmermann,S,1859-60,2014,5bd6f3bf-ce4e-4a73-9992-19fa5796cc2d
426,Soprano,Dummler Schroeder,S,1860-61,3879,2f8e4986-ef77-460d-89c7-18e7b35ab7f2
427,Violin,"Noll, Joseph",S,1860-61,3879,2f8e4986-ef77-460d-89c7-18e7b35ab7f2
429,Piano,"Mills, Sebastian Bach",S,1860-61,858,6fd29d7c-6cb2-41b3-bc82-852c04741f38
430,Cello,"Bergner, Frederick",S,1860-61,858,6fd29d7c-6cb2-41b3-bc82-852c04741f38
432,Mens Chorus,Liederkranz of the City of New York,S,1860-61,1541,6249f95a-5bee-4b30-9540-acde73ea7be1
433,Cornet,"Schreiber, Louis",S,1860-61,1541,6249f95a-5bee-4b30-9540-acde73ea7be1
436,Piano,"Hoffman, Richard",S,1860-61,5937,3026b3d7-8f0e-45d5-86d4-83ae74dece21
437,Violin,"Mollenhauer, Edward",S,1860-61,5937,3026b3d7-8f0e-45d5-86d4-83ae74dece21
440,Soprano,"Brainerd, Maria S.",S,1860-61,2887,8950dbb3-d5e1-41a5-b73a-fc3fa6917003
441,Piano,"Saar, William",S,1860-61,2887,8950dbb3-d5e1-41a5-b73a-fc3fa6917003
442,Mens Chorus,Liederkranz of the City of New York,S,1860-61,2887,8950dbb3-d5e1-41a5-b73a-fc3fa6917003
443,Chorus,Harmonic Society,S,1860-61,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
444,Violin,"Doehler, William",S,1860-61,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
445,Vocalist,"Wooster, G. W.",S,1860-61,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
446,Vocalist,"Stoepel, Helene",S,1860-61,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
448,Soprano,"Brainerd, Maria S.",S,1860-61,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
449,Flute,"Eben, Felix J.",S,1860-61,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
450,Tenor,"Brignoli, Pasquale",S,1860-61,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
451,Bass,"Susini, Augustino",S,1860-61,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
452,Mezzo-Soprano,"Hinkley, Isabella",S,1860-61,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
454,Soprano,"Parker, S. Lizzie",S,1860-61,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
457,Piano,"Mills, Sebastian Bach",S,1860-61,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
459,Soprano,"Rowcroft, Emma",S,1860-61,11479,71e19d65-bc71-4c93-b5af-b47e5353ff43
466,Soprano,"Fay, Abby",S,1861-62,4794,e69f02fd-6224-4577-9f36-8ccc40250472
467,Piano,"Mills, Sebastian Bach",S,1861-62,4794,e69f02fd-6224-4577-9f36-8ccc40250472
470,Baritone,"Centemeri, Pietro",S,1861-62,1738,fb5aa145-34ff-4b6f-aa12-0388ebbb8a45
471,Organ,"Timm, Henry C.",A,1861-62,1738,fb5aa145-34ff-4b6f-aa12-0388ebbb8a45
472,Violin,"Mollenhauer, Edward",S,1861-62,1738,fb5aa145-34ff-4b6f-aa12-0388ebbb8a45
474,Cornet,"Schmitz, Henry",A,1861-62,1738,fb5aa145-34ff-4b6f-aa12-0388ebbb8a45
475,Baritone,"Ridolfi, F.",S,1861-62,2457,5b8f94a1-d763-4e43-97df-2dc253ddd652
476,Piano,"Hartmann, Ernst",S,1861-62,2457,5b8f94a1-d763-4e43-97df-2dc253ddd652
479,French Horn,"Schmitz, Henry",S,1861-62,2457,5b8f94a1-d763-4e43-97df-2dc253ddd652
480,Soprano,Ludecus,S,1861-62,6795,7b23a0d5-d7f5-49f9-afac-e3440d96c507
481,Piano,"Goldbeck, Robert",S,1861-62,6795,7b23a0d5-d7f5-49f9-afac-e3440d96c507
483,Bassoon,"Eltz, Paul",S,1861-62,6795,7b23a0d5-d7f5-49f9-afac-e3440d96c507
484,Violin,"Wollenhaupt, Bruno",S,1861-62,3788,b8eeb164-20fc-4985-9fd3-50e4cc9efc09
485,Piano,"Hoffman, Richard",S,1861-62,3788,b8eeb164-20fc-4985-9fd3-50e4cc9efc09
486,Trombone,"Letsch, Frederick",S,1861-62,3788,b8eeb164-20fc-4985-9fd3-50e4cc9efc09
487,Piano,"Mason, William",S,1862-63,2737,0d97fa31-e999-4600-b11f-4583f81ce927
488,Violin,"Mollenhauer, Edward",S,1862-63,2737,0d97fa31-e999-4600-b11f-4583f81ce927
490,Baritone,"Centemeri, Pietro",S,1862-63,7100,b0538ce7-da8a-45d7-85a0-087db44324eb
491,Piano,"Pattison, J. N.",S,1862-63,7100,b0538ce7-da8a-45d7-85a0-087db44324eb
494,Tenor,"Thomas, J. B.",S,1862-63,3446,91209be0-6445-4770-9b37-426ffcf204dc
495,Piano,"Mills, Sebastian Bach",S,1862-63,3446,91209be0-6445-4770-9b37-426ffcf204dc
499,Tenor,"Perring, J. Ernst",S,1862-63,4783,6ec671b0-5959-4f10-8bef-de76ca2c84a3
500,Violin,"Urso, Camilla",S,1862-63,4783,6ec671b0-5959-4f10-8bef-de76ca2c84a3
502,Cello,"Bergner, Frederick",S,1862-63,4783,6ec671b0-5959-4f10-8bef-de76ca2c84a3
505,Piano,"Hoffman, Richard",S,1862-63,1726,a8b5d9d3-8f69-4b01-9174-2be8f7b415f8
506,Cornet,"Schreiber, Louis",S,1862-63,1726,a8b5d9d3-8f69-4b01-9174-2be8f7b415f8
509,Soprano,"Kellogg, Clara Louise",S,1863-64,3648,14467843-41c9-4d30-bd6c-1da1350e0774
510,Piano,"Mills, Sebastian Bach",S,1863-64,3648,14467843-41c9-4d30-bd6c-1da1350e0774
513,Soprano,"Lorini, Virginia",S,1863-64,618,8f5ab818-8d68-4fac-a163-83e6e669c461
514,Piano,"Goldbeck, Robert",S,1863-64,618,8f5ab818-8d68-4fac-a163-83e6e669c461
517,Violin,"Noll, Joseph",A,1863-64,618,8f5ab818-8d68-4fac-a163-83e6e669c461
518,Mens Chorus,Arion Choral Society,S,1863-64,4331,50c805da-9079-467f-b525-89a6ec3bd47e
519,Tenor,"Quint, Louis",S,1863-64,4331,50c805da-9079-467f-b525-89a6ec3bd47e
520,Organ,"Timm, Henry C.",A,1863-64,4331,50c805da-9079-467f-b525-89a6ec3bd47e
522,Bass,"Hermanns, Joseph",S,1863-64,4331,50c805da-9079-467f-b525-89a6ec3bd47e
523,Soprano,Rotter,S,1863-64,5659,4664a8fe-dbf8-43e7-b7f7-ca9cc65393b7
524,Violin,"Mollenhauer, Edward",S,1863-64,5659,4664a8fe-dbf8-43e7-b7f7-ca9cc65393b7
526,Soprano,Paulitsch,S,1863-64,5659,4664a8fe-dbf8-43e7-b7f7-ca9cc65393b7
527,Tenor,"Quint, Louis",S,1863-64,5659,4664a8fe-dbf8-43e7-b7f7-ca9cc65393b7
528,Mens Chorus,Liederkranz of the City of New York,S,1863-64,5659,4664a8fe-dbf8-43e7-b7f7-ca9cc65393b7
529,Tenor,"Lotti, William",S,1863-64,4442,40275a2f-556c-4ab6-b889-1b61b05276db
530,Vocalist,"D'Angri, Elena",S,1863-64,4442,40275a2f-556c-4ab6-b889-1b61b05276db
532,Cornet,"Schreiber, Louis",S,1863-64,4442,40275a2f-556c-4ab6-b889-1b61b05276db
534,Tenor,"Lotti, William",S,1863-64,2625,c06bbb41-4673-4da8-af35-0ec5bd5febf4
535,Piano,"Hoffman, Richard",S,1863-64,2625,c06bbb41-4673-4da8-af35-0ec5bd5febf4
537,Piano,"Mills, Sebastian Bach",S,1864-65,4537,4d127a22-18fb-45e3-9726-8d0450098844
538,Violin,"Thomas, Theodore",S,1864-65,4537,4d127a22-18fb-45e3-9726-8d0450098844
539,Mens Chorus,Liederkranz of the City of New York,S,1864-65,1487,d02b4b8e-da31-47d7-93c1-4310442ea032
540,Cello,"Bergner, Frederick",S,1864-65,1487,d02b4b8e-da31-47d7-93c1-4310442ea032
542,Violin,"Urso, Camilla",S,1864-65,5230,0b22f0cc-2cf9-4d92-976e-69813702305a
543,Piano,"Mason, William",S,1864-65,5230,0b22f0cc-2cf9-4d92-976e-69813702305a
544,Soprano,Varian,S,1864-65,5230,0b22f0cc-2cf9-4d92-976e-69813702305a
546,Mens Chorus,Liederkranz of the City of New York,S,1864-65,6560,fed3581c-e76d-4cb0-90da-09da19c6d2d7
547,Piano,"Hoffman, Richard",S,1864-65,6560,fed3581c-e76d-4cb0-90da-09da19c6d2d7
548,Chorus,Liederkranz of the City of New York,S,1864-65,6560,fed3581c-e76d-4cb0-90da-09da19c6d2d7
549,Tenor,"Perring, J. Ernst",S,1864-65,3526,d14d8ba8-2d3f-49b1-ba61-4507a078a0a8
550,Soprano,Paulitsch,S,1864-65,3526,d14d8ba8-2d3f-49b1-ba61-4507a078a0a8
551,Mens Chorus,Liederkranz of the City of New York,S,1864-65,3526,d14d8ba8-2d3f-49b1-ba61-4507a078a0a8
552,Piano,"Mills, Sebastian Bach",S,1865-66,5442,e4ec9f83-711c-4a5c-8aaa-0428131e00f8
555,Violin,"Prume, Jehin",S,1865-66,2423,66687509-824f-4d81-8020-18af844485a9
557,Piano,"Wehli, James M.",S,1865-66,6144,dbcb4a63-a848-4a32-a91d-764a68b48df3
559,Soprano,"Poch, Carmelina",S,1865-66,76,b2bd190e-9b6b-4d75-b384-a0b73c3a24e5
560,Piano,"Hoffman, Richard",S,1865-66,76,b2bd190e-9b6b-4d75-b384-a0b73c3a24e5
562,Soprano,"Brainerd, Maria S.",S,1865-66,4433,17764dfa-09bb-4606-909b-4b327c62f835
563,Piano,"Mason, William",S,1865-66,4433,17764dfa-09bb-4606-909b-4b327c62f835
565,Trumpet,"Dietz, Frederick, Sr.",A,1865-66,4433,17764dfa-09bb-4606-909b-4b327c62f835
566,Soprano,"Seelig, Natalie",S,1866-67,3403,9fd3ffe9-5a62-4c60-850e-726abb3ce458
567,Piano,"Wolfsohn, Carl",S,1866-67,3403,9fd3ffe9-5a62-4c60-850e-726abb3ce458
568,Vocalist,"Seelig, Natalie",S,1866-67,3403,9fd3ffe9-5a62-4c60-850e-726abb3ce458
569,Clarinet,"Boehm, Edward",A,1866-67,3403,9fd3ffe9-5a62-4c60-850e-726abb3ce458
570,Violin,"Urso, Camilla",S,1866-67,349,1538c295-306b-4657-b003-d22ecda2e755
571,Piano,"Groschel, Sophie",S,1866-67,349,1538c295-306b-4657-b003-d22ecda2e755
573,Piano,"Mason, William",S,1866-67,4096,9523b5a2-274c-4d1f-b0d0-181a66b7889b
574,Violin,"Kopta, Wenzel",S,1866-67,4096,9523b5a2-274c-4d1f-b0d0-181a66b7889b
575,Tenor,"Lotti, William",S,1866-67,5423,844826c5-313d-41e9-b80a-1d84912ef3f6
576,Piano,"Mills, Sebastian Bach",S,1866-67,5423,844826c5-313d-41e9-b80a-1d84912ef3f6
578,Piano,"Mills, Sebastian Bach",S,1866-67,2397,659c75f9-b7f7-4676-b7cd-da16b10cd0e5
581,Piano,"Timm, Henry C.",A,1866-67,2397,659c75f9-b7f7-4676-b7cd-da16b10cd0e5
582,Piano,"Mason, William",S,1866-67,6733,2e835b86-fe86-4632-88f6-276ae03dc888
583,Piano,"Guyon, Emile",S,1866-67,6733,2e835b86-fe86-4632-88f6-276ae03dc888
584,Soprano,Rotter,S,1866-67,6733,2e835b86-fe86-4632-88f6-276ae03dc888
585,Baritone,"Steins, F.",S,1866-67,6733,2e835b86-fe86-4632-88f6-276ae03dc888
586,Mens Chorus,Liederkranz of the City of New York,S,1866-67,6733,2e835b86-fe86-4632-88f6-276ae03dc888
587,Piano,"Mosenthal, Joseph",A,1866-67,6733,2e835b86-fe86-4632-88f6-276ae03dc888
588,Piano,"Hoffman, Richard",S,1867-68,4299,b39c1414-caae-4573-b6ed-2817dea577b3
589,Violin,"Urso, Camilla",S,1867-68,4299,b39c1414-caae-4573-b6ed-2817dea577b3
590,Piano,"Topp, Alide",S,1867-68,1229,331c0542-bbe2-4f29-a2b4-70001f0789a3
592,Piano,"Mills, Sebastian Bach",S,1867-68,1965,d35d085f-31f8-440e-aa75-d2ad615391b9
593,Soprano,"Smith, H.M.",S,1867-68,1965,d35d085f-31f8-440e-aa75-d2ad615391b9
594,Contralto,"Mayer, Ella J.",S,1867-68,1965,d35d085f-31f8-440e-aa75-d2ad615391b9
595,Tenor,"Hill, W. J.",S,1867-68,1965,d35d085f-31f8-440e-aa75-d2ad615391b9
596,Bass,"Duschnitz, M.",S,1867-68,1965,d35d085f-31f8-440e-aa75-d2ad615391b9
597,Chorus,Harmonic Society,S,1867-68,1965,d35d085f-31f8-440e-aa75-d2ad615391b9
598,Vocalist,"Parepa-Rosa, Euphrosyne",S,1867-68,6303,7e576896-295d-487b-8114-b0a32cd67745
600,Mens Chorus,Arion Choral Society,S,1867-68,3291,ab085edb-a277-4733-beb0-ccf875e09591
602,Violin,"Thomas, Theodore",S,1867-68,3291,ab085edb-a277-4733-beb0-ccf875e09591
604,Contralto,"Phillipps, Adelaide",S,1868-69,5193,55305dc7-2cb9-42a3-ae79-5f70fa33cd0e
606,Violin,"Urso, Camilla",S,1868-69,5879,bef17f6c-5128-444e-94f5-b19e74b90121
607,Piano,"Mills, Sebastian Bach",S,1868-69,5879,bef17f6c-5128-444e-94f5-b19e74b90121
608,Violin,"Bull, Ole",S,1868-69,2845,d53f1f57-7e72-49da-8872-e2737de0b9f2
610,Soprano,"La Grange, Anna De",S,1868-69,7193,8203ba7f-29cd-4d11-a6dc-057e8529770e
611,Chorus,Arion Choral Society,A,1868-69,7193,8203ba7f-29cd-4d11-a6dc-057e8529770e
612,Chorus,Liederkranz of the City of New York,A,1868-69,7193,8203ba7f-29cd-4d11-a6dc-057e8529770e
614,Vocalist,"Gazzaniga, Marietta",S,1868-69,4196,a6fd4391-5762-4487-a9d2-408221b144e2
615,Piano,"Hoffman, Richard",S,1868-69,4196,a6fd4391-5762-4487-a9d2-408221b144e2
617,Piano,Albites,A,1868-69,4196,a6fd4391-5762-4487-a9d2-408221b144e2
618,Piano,"Jarvis, Charles H.",S,1868-69,1138,a21cb936-5c34-47a2-820a-8f1761bab47a
619,Speaker,"Booth, Edwin",S,1868-69,1138,a21cb936-5c34-47a2-820a-8f1761bab47a
620,SATB Chorus,Liederkranz of the City of New York,A,1868-69,1138,a21cb936-5c34-47a2-820a-8f1761bab47a
621,Piano,"Topp, Alide",S,1869-70,6098,f6ebc4fb-1450-4f44-a6d9-91a4cac803b6
622,Narrator,"Siddons, Scott",S,1869-70,6098,f6ebc4fb-1450-4f44-a6d9-91a4cac803b6
623,Womens Chorus,Chorus,S,1869-70,6098,f6ebc4fb-1450-4f44-a6d9-91a4cac803b6
624,Violin,"Bull, Ole",S,1869-70,6753,7c5ab5a5-5987-439c-83ce-b3ba8e11c546
625,Piano,"Mills, Sebastian Bach",S,1869-70,6753,7c5ab5a5-5987-439c-83ce-b3ba8e11c546
627,Soprano,"Kellogg, Clara Louise",S,1869-70,3737,ab7d2b59-139d-45f5-889d-d39c15a85846
628,Piano,"Mehlig, Anna",S,1869-70,3737,ab7d2b59-139d-45f5-889d-d39c15a85846
630,Flute,"Rietzel, F.",A,1869-70,710,cc889f1b-4283-414b-b1b3-79f354a9c9ab
631,Oboe,"Ohlemann, L.",A,1869-70,710,cc889f1b-4283-414b-b1b3-79f354a9c9ab
632,Clarinet,"Boehm, Edward",A,1869-70,710,cc889f1b-4283-414b-b1b3-79f354a9c9ab
633,Bassoon,"Sohst, Adolf",A,1869-70,710,cc889f1b-4283-414b-b1b3-79f354a9c9ab
634,French Horn,"Schmitz, Henry",A,1869-70,710,cc889f1b-4283-414b-b1b3-79f354a9c9ab
635,Soprano,"Davison, Emily",S,1869-70,710,cc889f1b-4283-414b-b1b3-79f354a9c9ab
636,Cello,"Bergner, Frederick",S,1869-70,710,cc889f1b-4283-414b-b1b3-79f354a9c9ab
637,Flute,"Rietzel, F.",A,1869-70,710,d5c39c72-0b19-4d69-bf6f-c116fb96a834-0.1
638,Oboe,"Ohlemann, L.",A,1869-70,710,d5c39c72-0b19-4d69-bf6f-c116fb96a834-0.1
639,Clarinet,"Boehm, Edward",A,1869-70,710,d5c39c72-0b19-4d69-bf6f-c116fb96a834-0.1
640,Bassoon,"Sohst, Adolf",A,1869-70,710,d5c39c72-0b19-4d69-bf6f-c116fb96a834-0.1
641,French Horn,"Schmitz, Henry",A,1869-70,710,d5c39c72-0b19-4d69-bf6f-c116fb96a834-0.1
642,Soprano,"Davison, Emily",S,1869-70,710,d5c39c72-0b19-4d69-bf6f-c116fb96a834-0.1
643,Cello,"Bergner, Frederick",S,1869-70,710,d5c39c72-0b19-4d69-bf6f-c116fb96a834-0.1
644,Boys Choir,Chorus,S,1869-70,5080,0279aea7-5bd0-4d59-b5a5-e9d297e3a376
645,Vocalist,"Parepa-Rosa, Euphrosyne",S,1869-70,5080,0279aea7-5bd0-4d59-b5a5-e9d297e3a376
646,Violin,"Rosa, Carl",S,1869-70,5080,0279aea7-5bd0-4d59-b5a5-e9d297e3a376
647,Piano,"Mehlig, Anna",S,1869-70,2096,e747bebb-1997-416e-9293-9b00a8dcc5e1
648,Tenor,"Candidus, William",S,1869-70,2096,e747bebb-1997-416e-9293-9b00a8dcc5e1
649,Baritone,"Remmertz, Franz",S,1869-70,2096,e747bebb-1997-416e-9293-9b00a8dcc5e1
650,Mens Chorus,Arion Choral Society,S,1869-70,2096,e747bebb-1997-416e-9293-9b00a8dcc5e1
651,Womens Chorus,Chorus,S,1869-70,2096,e747bebb-1997-416e-9293-9b00a8dcc5e1
654,Soprano,"Czillag, Rosa",S,1870-71,6945,97dc45b3-6fa7-4ff9-9fde-37ea2744b055
655,Clarinet,"Boehm, Edward",A,1870-71,6945,97dc45b3-6fa7-4ff9-9fde-37ea2744b055
656,Piano,"Mills, Sebastian Bach",S,1870-71,6945,97dc45b3-6fa7-4ff9-9fde-37ea2744b055
658,Soprano,"Lichtmay, Louise",S,1870-71,5760,90234d27-c0dc-4dd4-b8e7-f6d236fc400c
659,Piano,"Krebs, Mary",S,1870-71,5760,90234d27-c0dc-4dd4-b8e7-f6d236fc400c
661,Reader,"Vandenhoff, George",S,1870-71,5760,90234d27-c0dc-4dd4-b8e7-f6d236fc400c
662,Piano,"Hoffman, Richard",S,1870-71,273,231cf3c5-b59f-478a-a34e-13b4b8d9af6f
664,Bass Clarinet,"Boehm, Edward",S,1870-71,4634,f0de6aac-8b3b-4f1b-996e-fc9d26640722
665,Clarinet,"Goepel, August H.",A,1870-71,4634,f0de6aac-8b3b-4f1b-996e-fc9d26640722
666,Clarinet,"Drewes, John",A,1870-71,4634,f0de6aac-8b3b-4f1b-996e-fc9d26640722
667,Bassoon,"Friedrich, Louis",A,1870-71,4634,f0de6aac-8b3b-4f1b-996e-fc9d26640722
668,Bassoon,"Sohst, Adolf",A,1870-71,4634,f0de6aac-8b3b-4f1b-996e-fc9d26640722
669,Cello,"Bergner, Frederick",S,1870-71,4634,f0de6aac-8b3b-4f1b-996e-fc9d26640722
670,Cello,"Liesegang, Adolph",S,1870-71,4634,f0de6aac-8b3b-4f1b-996e-fc9d26640722
671,Cello,"Bergmann, Carl",S,1870-71,4634,f0de6aac-8b3b-4f1b-996e-fc9d26640722
672,Cello,"Hoch, Andreas",S,1870-71,4634,f0de6aac-8b3b-4f1b-996e-fc9d26640722
673,Soprano,"Kellogg, Clara Louise",S,1870-71,1613,438cefb9-e6c4-449e-bb6d-24c73917b6c4
675,Piano,"Krebs, Mary",S,1870-71,6034,5d9eac63-939d-45fe-b3c2-fb3e5fec16cf
677,Soprano,"Krebs, Mary",S,1870-71,2993,34df719c-031e-4cba-8fc8-59ae38352e85
678,Violin,"Damrosch, Leopold",S,1870-71,2993,34df719c-031e-4cba-8fc8-59ae38352e85
680,Vocalist,"Gulager, Philipp D.",S,1871-72,1901,e1a393f4-f6b1-4cb2-a52b-c4c29c5579be
681,Piano,"Pruckner, Dionys",S,1871-72,1901,e1a393f4-f6b1-4cb2-a52b-c4c29c5579be
684,Piano,"Mills, Sebastian Bach",S,1871-72,5615,d39f4908-fcff-4744-8a40-c1206f1a6797
685,Soprano,"Corradi, Henriette",S,1871-72,2591,5cdde466-7e86-4c1c-9073-3ec7b70e32ec
686,Violin,"Sarasate, Pablo De",S,1871-72,2591,5cdde466-7e86-4c1c-9073-3ec7b70e32ec
688,Baritone,"Remmertz, Franz",S,1871-72,6927,332db88c-9487-4440-a572-6463228075c3
689,Piano,"Mehlig, Anna",S,1871-72,6927,332db88c-9487-4440-a572-6463228075c3
691,Mens Chorus,Liederkranz of the City of New York,S,1871-72,3925,b59e3f09-2045-4537-b73b-38639d97c7d1
692,Cello,"Bergner, Frederick",S,1871-72,3925,b59e3f09-2045-4537-b73b-38639d97c7d1
694,Vocalist,"Sterling, Antoinette",S,1871-72,894,f199fb43-4a2c-4d7a-bef6-c93732ecad37
695,Piano,"Hoffman, Richard",S,1871-72,894,f199fb43-4a2c-4d7a-bef6-c93732ecad37
697,Piano,"Timm, Henry C.",A,1871-72,894,f199fb43-4a2c-4d7a-bef6-c93732ecad37
702,Piano,"Rubinstein, Anton",S,1872-73,5828,7788da2d-a6aa-4b87-929e-61c82125d422
704,Contralto,"Drasdil, Anna",S,1872-73,2804,40ea16ca-48fd-4e1b-9f69-c23a60c1dc72
705,Piano,"Timm, Henry C.",S,1872-73,2804,40ea16ca-48fd-4e1b-9f69-c23a60c1dc72
706,Violin,"Walter, Benno",S,1872-73,2804,40ea16ca-48fd-4e1b-9f69-c23a60c1dc72
708,Piano,"Timm, Henry C.",A,1872-73,2804,40ea16ca-48fd-4e1b-9f69-c23a60c1dc72
711,Piano,"Mills, Sebastian Bach",S,1872-73,6521,ca47b805-f285-4a7d-9c65-40453551f437
712,Violin,"Urso, Camilla",S,1872-73,6521,ca47b805-f285-4a7d-9c65-40453551f437
713,Bass,"Speigler, Carl",S,1872-73,3498,4b7aae57-e0c9-4dac-9e3c-945175eeebfb
714,Cello,"Bergner, Frederick",S,1872-73,3498,4b7aae57-e0c9-4dac-9e3c-945175eeebfb
715,Soprano,"Corradi, Henriette",S,1872-73,437,153f3404-bcd6-455e-b530-89ee5bbd2f4b
716,Piano,"Hoffman, Richard",S,1872-73,437,153f3404-bcd6-455e-b530-89ee5bbd2f4b
717,Womens Chorus,Chorus,A,1872-73,437,153f3404-bcd6-455e-b530-89ee5bbd2f4b
718,Violin,"Wieniawski, Henri",S,1872-73,4822,cebf07e4-c698-4ae5-8d02-4ce37dcef7f4
719,Contralto,"Drasdil, Anna",S,1873-74,6713,6de25be5-58a0-461b-8215-c14ecf6e7e82
720,Violin,"Schiever, Ernst",S,1873-74,6713,6de25be5-58a0-461b-8215-c14ecf6e7e82
722,Vocalist,"Gulager, Philipp D.",S,1873-74,3697,76ce6efb-e04d-49a2-b89a-9f6f447fdaad
724,Piano,"Mills, Sebastian Bach",S,1873-74,16,905b6e05-672b-4d7d-be02-d2161f0e61f3
727,Violin,"Wieniawski, Henri",S,1873-74,4378,26a2ff8f-209c-4fd1-9455-707f43945ba7
730,Mezzo-Soprano,"Henne, Antonia",S,1873-74,1328,4ac0636f-e0e1-4db4-859e-835331d62789
731,Piano,"Guyon, Emile",S,1873-74,1328,4ac0636f-e0e1-4db4-859e-835331d62789
733,Contralto,"Henne, Antonia",S,1873-74,1328,4ac0636f-e0e1-4db4-859e-835331d62789
734,Piano,"Reiff, Anton, Sr.",A,1873-74,1328,4ac0636f-e0e1-4db4-859e-835331d62789
737,Vocalist,"Murska, Ilma Di",S,1873-74,5735,cce9459a-a116-46c9-b3d7-580e50fd844d
739,Narrator,"Pope, William H.",S,1873-74,5735,cce9459a-a116-46c9-b3d7-580e50fd844d
741,Vocalist,"Donadio, Bianca",S,1874-75,238,0564bbbb-2ee1-49b8-a6d9-726f7758fce3
742,Piano,"Luckhardt, Lina",S,1874-75,238,0564bbbb-2ee1-49b8-a6d9-726f7758fce3
743,Vocalist,"Donadio, Bianca",A,1874-75,238,0564bbbb-2ee1-49b8-a6d9-726f7758fce3
744,Violin,"Meyer, Leopold",A,1874-75,238,0564bbbb-2ee1-49b8-a6d9-726f7758fce3
747,Vocalist,"Rosburgh, Ida",S,1874-75,4603,5d230d94-9350-43a9-a742-2f6bcc461d31
749,Vocalist,"Butman, E.",S,1874-75,907,cedd8a4b-1175-40e2-bdbf-7541199b7dfd
